Field Name,Field Label,View Type,View Type Name,Description,Input to GPT,New Description
CliType,<V>CLIENT</V> Type,1,<WC@VOCAB>PROJECT</WC@VOCAB> List,<WC@VOCAB>CLIENT</WC@VOCAB> Type.  You can edit this value in the <WC@VOCAB>PROJECT</WC@VOCAB> dashboard (in the <WC@VOCAB>CLIENT</WC@VOCAB>'s General Info page).,"Field Name: CliType, Field Label: <V>CLIENT</V> Type, View Type, 1, Description: <WC@VOCAB>CLIENT</WC@VOCAB> Type.  You can edit this value in the <WC@VOCAB>PROJECT</WC@VOCAB> dashboard (in the <WC@VOCAB>CLIENT</WC@VOCAB>'s General Info page).","{
    ""Field Name"": ""CliType"",
    ""View Type"": 1,
    ""Description"": ""The CliType report field refers to the type of client associated with a project. It reports on the categorization or classification of clients and can be edited in the project dashboard within the client's General Info page. This field is used to specify and manage the type of client for project organization and record-keeping purposes.""
}"
CliZip,<V>CLIENT</V> Zip,1,<WC@VOCAB>PROJECT</WC@VOCAB> List,Pulled from the <WC@VOCAB>CLIENT</WC@VOCAB>'s Main Address.,"Field Name: CliZip, Field Label: <V>CLIENT</V> Zip, View Type, 1, Description: Pulled from the <WC@VOCAB>CLIENT</WC@VOCAB>'s Main Address.","{
    ""Field Name"": ""CliZip"",
    ""View Type"": 1,
    ""Description"": ""The CliZip field reports the ZIP code of the client's main address. It is pulled from the client's main address and can be used to organize, segment, or analyze clients based on their geographical location.""
}"
CurrencyIso,Client Currency,1,<WC@VOCAB>PROJECT</WC@VOCAB> List,The currency for this client,"Field Name: CurrencyIso, Field Label: Client Currency, View Type, 1, Description: The currency for this client","{
    ""Field Name"": ""CurrencyIso"",
    ""View Type"": 1,
    ""Description"": ""The CurrencyIso report field represents the currency associated with this client. It reports on the specific currency used by the client for financial transactions and billing purposes. This information is essential for accurately managing client invoices, expenses, and financial reporting. It allows for proper conversion and tracking of revenue and costs in the client's preferred currency, ensuring accurate financial management and client satisfaction.""
}"
Dname,Display Name,1,<WC@VOCAB>PROJECT</WC@VOCAB> List,This is the <WC@VOCAB>PROJECT</WC@VOCAB>'s display name as listed in the general info page of the <WC@VOCAB>PROJECT</WC@VOCAB> dashboard.,"Field Name: Dname, Field Label: Display Name, View Type, 1, Description: This is the <WC@VOCAB>PROJECT</WC@VOCAB>'s display name as listed in the general info page of the <WC@VOCAB>PROJECT</WC@VOCAB> dashboard.","{
    ""Field Name"": ""Dname"", ""View Type"": 1, ""Description"": ""The Display Name (Dname) report field captures the name of the PROJECT as it appears on the general info page of the PROJECT dashboard. This field provides the display name of the PROJECT, which can be useful for identification and reference purposes within the professional service firm's operations.""
}"
EffectiveMultiplierDateRange,Effective Multiplier,1,<WC@VOCAB>PROJECT</WC@VOCAB> List,This value measures the efficiency at converting direct labor spent completing projects into revenue dollars for the project. This field calculates [Total Invoiced (Fees only) / Total Cost (Input Hours*Cost Rate)] within that date range specified when running the report.,"Field Name: EffectiveMultiplierDateRange, Field Label: Effective Multiplier, View Type, 1, Description: This value measures the efficiency at converting direct labor spent completing projects into revenue dollars for the project. This field calculates [Total Invoiced (Fees only) / Total Cost (Input Hours*Cost Rate)] within that date range specified when running the report.","{
    ""Field Name"": ""EffectiveMultiplierDateRange"", ""View Type"": 1, ""Description"": ""The Effective Multiplier Date Range field reports on the efficiency of converting direct labor spent on projects into revenue. It calculates the ratio of Total Invoiced (Fees only) to Total Cost (Input Hours*Cost Rate) within the specified date range when running the report. This metric is useful for assessing the revenue-generating efficiency of project labor within a specific timeframe.""
}"
EffectiveMultiplierToDate,Effective Multiplier,1,<WC@VOCAB>PROJECT</WC@VOCAB> List,This value measures the efficiency at converting direct labor spent completing projects into revenue dollars for the project. This field calculates [Total Invoiced (Fees only) / Total Cost (Input Hours*Cost Rate)].,"Field Name: EffectiveMultiplierToDate, Field Label: Effective Multiplier, View Type, 1, Description: This value measures the efficiency at converting direct labor spent completing projects into revenue dollars for the project. This field calculates [Total Invoiced (Fees only) / Total Cost (Input Hours*Cost Rate)].","{
    ""Field Name"": ""EffectiveMultiplierToDate"",
    ""View Type"": 1,
    ""Description"": ""The Effective Multiplier field measures the efficiency at converting direct labor spent completing projects into revenue dollars for the project. It calculates the ratio of Total Invoiced (Fees only) to Total Cost (Input Hours multiplied by Cost Rate). This metric is useful for evaluating the profitability and effectiveness of labor utilization on projects.""
}"
EstAll_Cost,Estimate vs. Cost (%),1,<WC@VOCAB>PROJECT</WC@VOCAB> List,[Total Cost to Date] / [Total Estimate],"Field Name: EstAll_Cost, Field Label: Estimate vs. Cost (%), View Type, 1, Description: [Total Cost to Date] / [Total Estimate]","{
    ""Field Name"": ""EstAll_Cost"",
    ""View Type"": 1,
    ""Description"": ""The Estimate vs. Cost (%) report field calculates the percentage comparison between the total cost incurred to date and the total estimate for a project. It is used to track the project's financial performance by comparing the estimated cost with the actual cost incurred, providing insights into cost overruns or efficient budget management.""
}"
EstAll_Inv,Estimate vs. Invoiced (%),1,<WC@VOCAB>PROJECT</WC@VOCAB> List,[Total invoiced to date] / [Total Estimate],"Field Name: EstAll_Inv, Field Label: Estimate vs. Invoiced (%), View Type, 1, Description: [Total invoiced to date] / [Total Estimate]","{
    ""Field Name"": ""EstAll_Inv"",
    ""View Type"": 1,
    ""Description"": ""This report field calculates the percentage of total invoiced amount to date compared to the total estimate. It is used to track and analyze the variance between estimated amounts and actual invoiced amounts for a project or client.""
}"
EstAll_Margin,Margin %,1,<WC@VOCAB>PROJECT</WC@VOCAB> List,(Invoiced-Cost)/Fees,"Field Name: EstAll_Margin, Field Label: Margin %, View Type, 1, Description: (Invoiced-Cost)/Fees","{
    ""Field Name"": ""EstAll_Margin"",
    ""View Type"": 1,
    ""Description"": ""EstAll_Margin, also known as Margin %, is a report field that calculates the margin percentage for a project. It is calculated as (Invoiced - Cost) divided by Fees. This field is used to track and analyze the profitability of projects by providing insight into the percentage of revenue that represents profit after accounting for costs.""
}"
EstAll_Margin2,Margin <V>$</V>,1,<WC@VOCAB>PROJECT</WC@VOCAB> List,([Total Invoiced To Date] - [Total Cost to Date]) / [Total Estimate],"Field Name: EstAll_Margin2, Field Label: Margin <V>$</V>, View Type, 1, Description: ([Total Invoiced To Date] - [Total Cost to Date]) / [Total Estimate]","{
    ""Field Name"": ""EstAll_Margin2"",
    ""View Type"": 1,
    ""Description"": ""The EstAll_Margin2 field calculates the margin for a project, indicating the profitability by subtracting the total cost to date from the total invoiced to date, and then dividing the result by the total estimate. This field is useful for tracking project profitability and identifying any potential overruns or cost savings.""
}"
EstAll_Remain,Estimate <V>$</V> Remaining,1,<WC@VOCAB>PROJECT</WC@VOCAB> List,[Total Estimate]-[Total Invoiced To Date],"Field Name: EstAll_Remain, Field Label: Estimate <V>$</V> Remaining, View Type, 1, Description: [Total Estimate]-[Total Invoiced To Date]","{
    ""Field Name"": ""EstAll_Remain"",
    ""View Type"": 1,
    ""Description"": ""EstAll_Remain reports the remaining amount of the estimate in currency format. It is calculated by subtracting the total amount invoiced to date from the total estimate. This field is useful for tracking the remaining budget on a project and for making financial projections.""
}"
EstAll_Remain1,Estimate <V>$</V> Remaining  (vs. Input),1,<WC@VOCAB>PROJECT</WC@VOCAB> List,The total estimate (<V>$</V>) for this project minus the sum of both input time ([Hours]*[BillingRate]) and input expenses (e.g. - expense COST).,"Field Name: EstAll_Remain1, Field Label: Estimate <V>$</V> Remaining  (vs. Input), View Type, 1, Description: The total estimate (<V>$</V>) for this project minus the sum of both input time ([Hours]*[BillingRate]) and input expenses (e.g. - expense COST).","{
    ""Field Name"": ""EstAll_Remain1"",
    ""View Type"": 1,
    ""Description"": ""EstAll_Remain1 is the report field that represents the remaining estimated amount for a specific project compared to the input. It calculates the difference between the total estimate cost and the sum of input time and expenses. This field is useful for tracking project budgeting and cost performance, allowing project managers to monitor and manage remaining estimated costs compared to actual input.""
}"
EstAll_Remain2,Estimate <V>$</V> Remaining  (vs. Billable),1,<WC@VOCAB>PROJECT</WC@VOCAB> List,The total estimate (<V>$</V>) for this project minus the sum of both BILLABLE time ([Hours]*[BillingRate]) and BILLABLE expenses (e.g. - expense cost to the customer).,"Field Name: EstAll_Remain2, Field Label: Estimate <V>$</V> Remaining  (vs. Billable), View Type, 1, Description: The total estimate (<V>$</V>) for this project minus the sum of both BILLABLE time ([Hours]*[BillingRate]) and BILLABLE expenses (e.g. - expense cost to the customer).","{
    ""Field Name"": ""EstAll_Remain2"", ""View Type"": 1, ""Description"": ""EstAll_Remain2 reports the remaining estimate in currency for a project compared to the billable amount. It calculates the total estimate amount and subtracts the sum of billable time (hours multiplied by billing rate) and billable expenses to the customer. This field is useful for tracking the variance between the estimated project cost and the billable amount, providing insights into project profitability.""
}"
EstFS_Cost,Estimate vs. Cost (%),1,<WC@VOCAB>PROJECT</WC@VOCAB> List,[Total Time Cost to Date] / [Total Fee Estimate],"Field Name: EstFS_Cost, Field Label: Estimate vs. Cost (%), View Type, 1, Description: [Total Time Cost to Date] / [Total Fee Estimate]","{
    ""Field Name"": ""EstFS_Cost"",
    ""View Type"": 1,
    ""Description"": ""Estimate vs. Cost (%) reports on the comparison between the total time cost to date and the total fee estimate. It is used to track the percentage difference between the estimated fees for a project and the actual cost incurred up to the current date. This helps in evaluating the accuracy of project estimates and managing project profitability.""
}"
EstFS_CostProj,Projected Costs,1,<WC@VOCAB>PROJECT</WC@VOCAB> List,[Total Time Cost to Date] / Per Comp,"Field Name: EstFS_CostProj, Field Label: Projected Costs, View Type, 1, Description: [Total Time Cost to Date] / Per Comp","{
    ""Field Name"": ""EstFS_CostProj"",
    ""View Type"": 1,
    ""Description"": ""The EstFS_CostProj report field represents the projected costs for a project. It is calculated by dividing the total time cost to date by the number of completed components. This field is useful for tracking and forecasting the expected costs for a project as it progresses.""
}"
EstFS_CostW,Estimate vs. Cost (Weighted %),1,<WC@VOCAB>PROJECT</WC@VOCAB> List,[Total Time Cost to Date] / Weighted Fees,"Field Name: EstFS_CostW, Field Label: Estimate vs. Cost (Weighted %), View Type, 1, Description: [Total Time Cost to Date] / Weighted Fees","{
    ""Field Name"": ""EstFS_CostW"",
    ""View Type"": 1,
    ""Description"": ""The 'Estimate vs. Cost (Weighted %)' report field calculates the weighted percentage of total time cost to date compared to the weighted fees. It is used to assess the efficiency and accuracy of project cost estimations in relation to the actual cost incurred.""
}"
